M9;895;588
M10;930;588
M11;965;588
M12;1000;588
M13;1035;588
M14;1070;588
M15;1105;588
M16;1140;588
M17;1175;588
M18;1210;588
M19;1245;588
M20;1280;588
N1;614;636
N2;649;636
N3;684;636
N4;719;636
N5;754;636
N6;789;636
N7;824;636
N8;859;636
N11;964;636
N12;999;636
N13;1034;636
N14;1069;636
N15;1104;636
N16;1354;546
N17;1389;546
N18;1424;546
N19;1459;546
O1;614;666
O2;649;666
O3;684;666
O4;719;666
O5;754;666
O6;789;666
O7;824;666
O8;859;666
O9;894;666
O10;929;666
O11;964;666
O12;999;666
O13;1034;666
O14;1069;666
O15;1104;666
O16;1354;576
O17;1389;576
O18;1424;576
O19;1459;576
P1;412;243
P2;447;243
P3;482;243
P4;517;243
P5;412;394
P6;447;394
P7;482;394
P8;517;394
P9;412;544
P10;447;544
P11;482;544
P12;517;544
P13;1354;244
P14;1389;244
P15;1424;244
P16;1459;244
P17;1354;397
P18;1389;397
P19;1424;397
P20;1459;397
Q1;412;273
Q2;447;273
Q3;482;273
Q4;517;273
Q5;412;424
Q6;447;424
Q7;482;424
Q8;517;424
Q9;412;574
Q10;447;574
Q11;482;574
Q12;517;574
Q13;1354;274
Q14;1389;274
Q15;1424;274
Q16;1459;274
Q17;1354;427
Q18;1389;427
Q19;1424;427
Q20;1459;427
R1;412;303
R2;447;303
R3;482;303
R4;517;303
R5;412;454
R6;447;454
R7;482;454
R8;517;454
R9;415;673
R10;450;673
R11;485;673
R12;520;673
R13;1354;304
R14;1389;304
R15;1424;304
R16;1459;304
R17;1354;457
R18;1389;457
R19;1424;457
R20;1459;457
S1;412;333
S2;447;333
S3;482;333
S4;517;333
S5;412;484
S6;447;484
S7;482;484
S8;517;484
S9;415;703
S10;450;703
S11;485;703
S12;520;703
S13;1354;334
S14;1389;334
S15;1424;334
S16;1459;334
S17;1354;487
S18;1389;487
S19;1424;487
S20;1459;487
T1;412;363
T2;447;363
T3;482;363
T4;517;363
T5;412;514
T6;447;514
T7;482;514
T8;517;514
T13;1354;364
T14;1389;364
T15;1424;364
T16;1459;364
T17;1354;517
T18;1389;517
T19;1424;517
T20;1459;517
